origin_id,destination_id,origin_adress,destination_adress,distance,duration,duration_in_traffic
18,17,Münzgrabenstraße 42; 8010 Graz; Austria,Brockmanngasse 36; 8010 Graz; Austria,93,17,17
18,19,Münzgrabenstraße 42; 8010 Graz; Austria,Graz Neue Technik; 8010 Graz; Austria,36,8,6
19,18,Graz Neue Technik; 8010 Graz; Austria,Münzgrabenstraße 42; 8010 Graz; Austria,36,6,5
19,11,Graz Neue Technik; 8010 Graz; Austria,Steyrergasse 1; 8010 Graz; Austria,328,53,49
19,20,Graz Neue Technik; 8010 Graz; Austria,Kastellfeldgasse 34; 8010 Graz; Austria,184,29,24
20,19,Kastellfeldgasse 34; 8010 Graz; Austria,Graz Neue Technik; 8010 Graz; Austria,184,35,28
20,21,Kastellfeldgasse 34; 8010 Graz; Austria,Brockmanngasse 46; 8010 Graz; Austria,100,21,21
20,23,Kastellfeldgasse 34; 8010 Graz; Austria,Steyrergasse 73; 8010 Graz; Austria,172,21,16
21,15,Brockmanngasse 46; 8010 Graz; Austria,Schießstattgasse 4a; 8010 Graz; Austria,191,43,43
21,17,Brockmanngasse 46; 8010 Graz; Austria,Brockmanngasse 36; 8010 Graz; Austria,138,36,27
21,20,Brockmanngasse 46; 8010 Graz; Austria,Kastellfeldgasse 34; 8010 Graz; Austria,100,19,19
21,22,Brockmanngasse 46; 8010 Graz; Austria,Klosterwiesgasse 51; 8010 Graz; Austria,173,47,42
22,21,Klosterwiesgasse 51; 8010 Graz; Austria,Brockmanngasse 46; 8010 Graz; Austria,732,150,135
22,24,Klosterwiesgasse 51; 8010 Graz; Austria,Brockmanngasse 70; 8010 Graz; Austria,466,92,83
22,29,Klosterwiesgasse 51; 8010 Graz; Austria,Klosterwiesgasse 32; 8010 Graz; Austria,200,36,27
23,20,Steyrergasse 73; 8010 Graz; Austria,Kastellfeldgasse 34; 8010 Graz; Austria,172,21,20
23,22,Steyrergasse 73; 8010 Graz; Austria,Klosterwiesgasse 51; 8010 Graz; Austria,108,23,20
23,25,Steyrergasse 73; 8010 Graz; Austria,Steyrergasse 90; 8010 Graz; Austria,101,14,10
25,23,Steyrergasse 90; 8010 Graz; Austria,Steyrergasse 73; 8010 Graz; Austria,101,15,12
25,26,Steyrergasse 90; 8010 Graz; Austria,Steyrergasse; 8010 Graz; Austria,108,29,24
24,22,Brockmanngasse 70; 8010 Graz; Austria,Klosterwiesgasse 51; 8010 Graz; Austria,99,33,30
24,25,Brockmanngasse 70; 8010 Graz; Austria,Steyrergasse 90; 8010 Graz; Austria,105,22,22
24,27,Brockmanngasse 70; 8010 Graz; Austria,Conrad-von-Hötzendorf-Straße 23; 8010 Graz; Austria,323,75,70
26,27,Steyrergasse; 8010 Graz; Austria,Conrad-von-Hötzendorf-Straße 23; 8010 Graz; Austria,110,20,25
26,25,Steyrergasse; 8010 Graz; Austria,Steyrergasse 90; 8010 Graz; Austria,508,132,131
27,26,Conrad-von-Hötzendorf-Straße 23; 8010 Graz; Austria,Steyrergasse; 8010 Graz; Austria,110,22,20
27,30,Conrad-von-Hötzendorf-Straße 23; 8010 Graz; Austria,Conrad-von-Hötzendorf-Straße 6; 8010 Graz; Austria,190,36,39
28,24,Maygasse 15 / Ecke; Schießstattgasse; 8010 Graz; Austria,Brockmanngasse 70; 8010 Graz; Austria,173,31,31
28,2,Maygasse 15 / Ecke; Schießstattgasse; 8010 Graz; Austria,Grazbachgasse 34; 8010 Graz; Austria,142,26,25
29,28,Klosterwiesgasse 32; 8010 Graz; Austria,Maygasse 15 / Ecke; Schießstattgasse; 8010 Graz; Austria,90,19,19
29,3,Klosterwiesgasse 32; 8010 Graz; Austria,Grazbachgasse 33; 8010 Graz; Austria,146,33,29
30,1,Conrad-von-Hötzendorf-Straße 6; 8010 Graz; Austria,Grazbachgasse 40; 8010 Graz; Austria,82,22,19
30,27,Conrad-von-Hötzendorf-Straße 6; 8010 Graz; Austria,Conrad-von-Hötzendorf-Straße 23; 8010 Graz; Austria,190,32,29
