origin_id,destination_id,origin_adress,destination_adress,distance,duration,duration_in_traffic
1,2,Grazbachgasse 40; 8010 Graz; Austria,Grazbachgasse 34; 8010 Graz; Austria,80,14,11
2,3,Grazbachgasse 34; 8010 Graz; Austria,Grazbachgasse 33; 8010 Graz; Austria,110,19,12
2,28,Grazbachgasse 34; 8010 Graz; Austria,Maygasse 15 / Ecke; Schießstattgasse; 8010 Graz; Austria,142,25,22
3,4,Grazbachgasse 33; 8010 Graz; Austria,Dietrichsteinplatz (Münzgrabenstraße); 8010 Graz; Austria,208,37,27
4,5,Dietrichsteinplatz (Münzgrabenstraße); 8010 Graz; Austria,Dietrichsteinpl. 9a; 8010 Graz; Austria,111,20,12
4,16,Dietrichsteinplatz (Münzgrabenstraße); 8010 Graz; Austria,Münzgrabenstraße 13; 8010 Graz; Austria,177,31,27
5,4,Dietrichsteinpl. 9a; 8010 Graz; Austria,Dietrichsteinplatz (Münzgrabenstraße); 8010 Graz; Austria,111,27,22
5,6,Dietrichsteinpl. 9a; 8010 Graz; Austria,Mandellstraße 15; 8010 Graz; Austria,158,38,28
5,8,Dietrichsteinpl. 9a; 8010 Graz; Austria,Schörgelgasse 3; 8010 Graz; Austria,49,8,7
6,5,Mandellstraße 15; 8010 Graz; Austria,Dietrichsteinpl. 9a; 8010 Graz; Austria,158,30,24
6,7,Mandellstraße 15; 8010 Graz; Austria,Mandellstraße 27; 8010 Graz; Austria,87,20,11
7,6,Mandellstraße 27; 8010 Graz; Austria,Mandellstraße 15; 8010 Graz; Austria,87,26,16
7,9,Mandellstraße 27; 8010 Graz; Austria,Schörgelgasse 19; 8010 Graz; Austria,67,13,12
7,10,Mandellstraße 27; 8010 Graz; Austria,Felix-Dahn-Platz 1; 8010 Graz; Austria,152,25,13
8,9,Schörgelgasse 3; 8010 Graz; Austria,Schörgelgasse 19; 8010 Graz; Austria,145,26,23
8,14,Schörgelgasse 3; 8010 Graz; Austria,Kronesgasse 5; 8010 Graz; Austria,98,21,20
9,7,Schörgelgasse 19; 8010 Graz; Austria,Mandellstraße 27; 8010 Graz; Austria,67,20,13
9,10,Schörgelgasse 19; 8010 Graz; Austria,Felix-Dahn-Platz 1; 8010 Graz; Austria,161,32,29
